Order_ID,Customer_ID,Order_Date,Customer_Age,Gender,City,Product_Category,Quantity,Unit_Price,Payment_Method,Order_Status,Total_Amount
O0285,C0140,2026-10-12,30.0,Male,Chennai,Furniture,1,326,Card,Cancelled,326
O0286,C0197,2026-10-13,50.0,Male,Salem,Electronics,3,364,Cash,Returned,1092
O0287,C0037,2026-10-14,51.0,Male,Madurai,Grocery,1,9687,UPI,Cancelled,9687
O0288,C0160,2026-10-15,58.0,Female,Coimbatore,Grocery,3,745,Cash,Returned,2235
O0289,C0009,2026-10-16,52.0,Male,Madurai,Grocery,5,7644,UPI,Completed,38220
O0290,C0099,2026-10-17,18.0,Male,Coimbatore,Grocery,1,5669,Net Banking,Cancelled,5669
O0291,C0147,2026-10-18,38.0,Female,Coimbatore,Clothing,4,3090,Net Banking,Completed,12360
O0292,C0048,2026-10-19,23.0,Male,Erode,Grocery,3,2604,UPI,Cancelled,7812
O0293,C0131,2026-10-20,45.0,Male,Chennai,Clothing,4,9446,UPI,Completed,37784
O0294,C0148,2026-10-21,34.0,Male,Madurai,Clothing,1,687,UPI,Cancelled,687
O0295,C0152,2026-10-22,22.0,Male,Madurai,Furniture,4,9277,Net Banking,Cancelled,37108
O0296,C0054,2026-10-23,48.0,Male,Erode,Clothing,4,4179,Card,Cancelled,16716
O0297,C0120,2026-10-24,22.0,Male,Salem,Electronics,1,3448,Cash,Cancelled,3448
O0298,C0161,2026-10-25,55.0,Female,Salem,Clothing,5,6399,Cash,Cancelled,31995
O0299,C0152,2026-10-26,20.0,Female,Chennai,Furniture,4,3931,Net Banking,Cancelled,15724
O0300,C0116,2026-10-27,40.0,Male,Chennai,Clothing,4,9533,Cash,Cancelled,38132
O0301,C0075,2026-10-28,54.0,Male,Trichy,Electronics,5,8481,UPI,Cancelled,42405
O0302,C0113,2026-10-29,54.0,Female,Erode,Electronics,4,9272,Card,Cancelled,37088
O0303,C0200,2026-10-30,27.0,Male,Salem,Electronics,4,9990,Cash,Completed,39960
O0304,C0164,2026-10-31,27.0,Male,Coimbatore,Furniture,4,1815,Card,Returned,7260
O0305,C0166,2026-11-01,36.0,Male,Madurai,Furniture,2,6550,UPI,Cancelled,13100
O0306,C0104,2026-11-02,34.0,Female,Chennai,Grocery,5,5533,Cash,Returned,27665
O0307,C0084,2026-11-03,38.0,Male,Madurai,Furniture,4,1198,Net Banking,Cancelled,4792
O0308,C0112,2026-11-04,31.0,Female,Madurai,Electronics,5,7196,Card,Cancelled,35980
O0309,C0099,2026-11-05,26.0,Male,Trichy,Electronics,3,2426,UPI,Completed,7278
O0310,C0153,2026-11-06,63.0,Female,Salem,Furniture,3,9187,Card,Completed,27561
O0311,C0093,2026-11-07,18.0,Female,Chennai,Clothing,4,6516,Cash,Returned,26064
O0312,C0146,2026-11-08,62.0,Male,Madurai,Furniture,5,7080,Cash,Completed,35400
O0313,C0128,2026-11-09,30.0,Female,Chennai,Furniture,5,6863,Net Banking,Completed,34315
O0314,C0110,2026-11-10,21.0,Male,Coimbatore,Electronics,5,1774,UPI,Returned,8870
O0315,C0082,2026-11-11,18.0,Female,Trichy,Grocery,2,8050,UPI,Completed,16100
O0316,C0194,2026-11-12,57.0,Male,Coimbatore,Electronics,3,9222,Net Banking,Cancelled,27666
O0317,C0054,2026-11-13,49.0,Male,Chennai,Grocery,5,9015,Net Banking,Returned,45075
O0318,C0163,2026-11-14,51.0,Female,Chennai,Electronics,5,6149,UPI,Returned,30745
O0319,C0189,2026-11-15,45.0,Male,Salem,Furniture,2,1189,Card,Cancelled,2378
O0320,C0169,2026-11-16,48.0,Male,Madurai,Electronics,2,4678,Card,Completed,9356
O0321,C0161,2026-11-17,25.0,Female,Madurai,Electronics,5,9227,Net Banking,Returned,46135
O0322,C0068,2026-11-18,56.0,Male,Coimbatore,Electronics,1,255,Card,Returned,255
O0323,C0033,2026-11-19,43.0,Male,Trichy,Furniture,5,9362,UPI,Cancelled,46810
O0324,C0142,2026-11-20,51.0,Female,Erode,Furniture,5,2058,Cash,Cancelled,10290
O0325,C0021,2026-11-21,20.0,Female,Madurai,Furniture,2,6444,Cash,Completed,12888
O0326,C0048,2026-11-22,29.0,Male,Salem,Furniture,2,5879,Card,Returned,11758
O0327,C0148,2026-11-23,18.0,Male,Coimbatore,Grocery,5,6244,Net Banking,Completed,31220
O0328,C0128,2026-11-24,61.0,Female,Coimbatore,Grocery,5,5163,Net Banking,Completed,25815
O0329,C0136,2026-11-25,22.0,Female,Erode,Clothing,5,3930,Net Banking,Cancelled,19650
O0330,C0135,2026-11-26,47.0,Male,Salem,Furniture,2,9146,Net Banking,Returned,18292
O0331,C0195,2026-11-27,47.0,Female,Trichy,Grocery,5,8931,Net Banking,Returned,44655
O0332,C0145,2026-11-28,34.0,Male,Salem,Electronics,5,9894,Card,Returned,49470
O0333,C0128,2026-11-29,64.0,Male,Trichy,Furniture,4,6759,Cash,Cancelled,27036
O0334,C0033,2026-11-30,40.0,Male,Salem,Clothing,1,541,Cash,Cancelled,541
O0335,C0176,2026-12-01,32.0,Male,Salem,Clothing,3,6140,Card,Cancelled,18420
O0336,C0187,2026-12-02,54.0,Male,Chennai,Clothing,1,6025,Net Banking,Cancelled,6025
O0337,C0115,2026-12-03,38.0,Female,Coimbatore,Electronics,4,7458,Card,Cancelled,29832
O0338,C0119,2026-12-04,31.0,Female,Salem,Grocery,3,4728,Cash,Returned,14184
O0339,C0022,2026-12-05,19.0,Female,Erode,Electronics,5,6470,UPI,Completed,32350
O0340,C0158,2026-12-06,28.0,Female,Salem,Furniture,4,9628,Card,Returned,38512
O0341,C0038,2026-12-07,56.0,Male,Madurai,Clothing,5,1048,Net Banking,Completed,5240
O0342,C0109,2026-12-08,55.0,Male,Coimbatore,Electronics,2,8279,Cash,Cancelled,16558
O0343,C0051,2026-12-09,51.0,Male,Madurai,Electronics,4,6215,Cash,Completed,24860
O0344,C0182,2026-12-10,55.0,Male,Coimbatore,Grocery,2,559,Cash,Returned,1118
O0345,C0008,2026-12-11,51.0,Female,Madurai,Grocery,4,7668,Cash,Returned,30672
O0346,C0027,2026-12-12,35.0,Male,Salem,Clothing,4,4746,Net Banking,Completed,18984
O0347,C0027,2026-12-13,47.0,Male,Salem,Electronics,2,492,UPI,Cancelled,984
O0348,C0021,2026-12-14,32.0,Female,Chennai,Electronics,3,1887,Cash,Cancelled,5661
O0349,C0030,2026-12-15,44.0,Female,Erode,Grocery,1,7474,Card,Returned,7474
O0350,C0097,2026-12-16,51.0,Female,Madurai,Electronics,5,1238,UPI,Completed,6190
O0351,C0028,2026-12-17,55.0,Female,Trichy,Electronics,4,4841,Cash,Cancelled,19364
O0352,C0111,2026-12-18,50.0,Male,Chennai,Electronics,5,7518,UPI,Cancelled,37590
O0353,C0192,2026-12-19,41.0,Male,Madurai,Grocery,2,6462,Card,Returned,12924
O0354,C0197,2026-12-20,32.0,Female,Madurai,Clothing,5,2554,Cash,Cancelled,12770
O0355,C0061,2026-12-21,47.0,Male,Chennai,Furniture,2,9758,Card,Completed,19516
O0356,C0048,2026-12-22,59.0,Male,Salem,Clothing,5,3774,Net Banking,Returned,18870
O0357,C0147,2026-12-23,34.0,Male,Madurai,Furniture,1,1477,Cash,Returned,1477
O0358,C0004,2026-12-24,22.0,Female,Salem,Electronics,1,6801,Cash,Completed,6801
O0359,C0035,2026-12-25,46.0,Male,Chennai,Clothing,1,2697,Cash,Returned,2697
O0360,C0192,2026-12-26,21.0,Female,Salem,Furniture,1,241,Cash,Cancelled,241
O0361,C0049,2026-12-27,27.0,Male,Coimbatore,Grocery,1,2759,Net Banking,Cancelled,2759
O0362,C0017,2026-12-28,34.0,Male,Trichy,Grocery,1,4696,Cash,Completed,4696
O0363,C0172,2026-12-29,27.0,Male,Madurai,Clothing,2,9131,UPI,Cancelled,18262
O0364,C0158,2026-12-30,34.0,Female,Erode,Clothing,4,5761,Cash,Completed,23044
O0365,C0046,2026-12-31,37.0,Male,Trichy,Electronics,5,6242,Net Banking,Completed,31210
O0366,C0117,2027-01-01,41.0,Female,Salem,Clothing,1,5726,Cash,Cancelled,5726
O0367,C0006,2027-01-02,22.0,Female,Madurai,Electronics,2,8887,UPI,Completed,17774
O0368,C0099,2027-01-03,51.0,Female,Salem,Electronics,2,8572,Net Banking,Cancelled,17144
O0369,C0124,2027-01-04,23.0,Male,Coimbatore,Grocery,2,523,Net Banking,Returned,1046
O0370,C0037,2027-01-05,19.0,Male,Chennai,Grocery,4,7099,UPI,Returned,28396
O0371,C0024,2027-01-06,30.0,Male,Madurai,Furniture,5,4349,UPI,Completed,21745
O0372,C0093,2027-01-07,60.0,Male,Coimbatore,Grocery,4,1850,UPI,Cancelled,7400
O0373,C0046,2027-01-08,60.0,Female,Coimbatore,Grocery,3,4857,UPI,Cancelled,14571
O0374,C0181,2027-01-09,28.0,Female,Madurai,Clothing,2,2067,UPI,Returned,4134
O0375,C0095,2027-01-10,64.0,Female,Salem,Grocery,3,4188,Net Banking,Returned,12564
O0376,C0099,2027-01-11,40.0,Male,Erode,Furniture,1,4278,Net Banking,Cancelled,4278
O0377,C0188,2027-01-12,33.0,Female,Coimbatore,Clothing,1,7889,Cash,Completed,7889
O0378,C0116,2027-01-13,48.0,Male,Trichy,Furniture,4,3046,Cash,Returned,12184
O0379,C0191,2027-01-14,28.0,Female,Coimbatore,Grocery,5,9741,Card,Completed,48705
O0380,C0160,2027-01-15,33.0,Male,Erode,Furniture,3,5494,Cash,Completed,16482
O0381,C0161,2027-01-16,25.0,Male,Salem,Clothing,5,7980,Cash,Returned,39900
O0382,C0067,2027-01-17,21.0,Female,Salem,Electronics,4,5175,UPI,Completed,20700
O0383,C0128,2027-01-18,57.0,Female,Trichy,Furniture,1,7330,UPI,Completed,7330
O0384,C0018,2027-01-19,21.0,Female,Coimbatore,Furniture,5,1631,Cash,Cancelled,8155
O0385,C0025,2027-01-20,42.0,Female,Salem,Clothing,5,3090,Card,Completed,15450
O0386,C0054,2027-01-21,20.0,Male,Erode,Clothing,1,7255,UPI,Cancelled,7255
O0387,C0058,2027-01-22,49.0,Female,Madurai,Furniture,3,4593,Cash,Returned,13779
O0388,C0067,2027-01-23,20.0,Female,Chennai,Grocery,1,9435,Cash,Returned,9435
O0389,C0104,2027-01-24,44.0,Female,Chennai,Furniture,5,1033,Net Banking,Cancelled,5165
O0390,C0174,2027-01-25,46.0,Male,Chennai,Clothing,3,1560,Card,Returned,4680
O0391,C0024,2027-01-26,49.0,Male,Coimbatore,Electronics,3,2823,Net Banking,Completed,8469
O0392,C0114,2027-01-27,36.0,Female,Trichy,Electronics,1,385,Card,Completed,385
O0393,C0032,2027-01-28,38.0,Male,Salem,Grocery,5,364,UPI,Completed,1820
O0394,C0175,2027-01-29,22.0,Female,Madurai,Furniture,4,6916,Card,Returned,27664
O0395,C0086,2027-01-30,35.0,Male,Erode,Electronics,5,1862,Cash,Completed,9310
O0396,C0151,2027-01-31,45.0,Male,Madurai,Furniture,2,140,Cash,Returned,280
O0397,C0194,2027-02-01,59.0,Male,Erode,Clothing,4,5927,Card,Completed,23708
O0398,C0127,2027-02-02,39.0,Male,Coimbatore,Electronics,3,8359,Card,Cancelled,25077
O0399,C0155,2027-02-03,38.0,Female,Chennai,Grocery,4,1087,Card,Returned,4348
O0400,C0130,2027-02-04,23.0,Female,Coimbatore,Clothing,3,7904,Net Banking,Returned,23712
O0401,C0017,2027-02-05,18.0,Female,Trichy,Grocery,3,7889,Card,Completed,23667
O0402,C0104,2027-02-06,22.0,Male,Trichy,Clothing,4,5817,UPI,Returned,23268
O0403,C0161,2027-02-07,58.0,Female,Erode,Electronics,3,3298,Net Banking,Returned,9894
O0404,C0137,2027-02-08,29.0,Female,Salem,Grocery,3,5474,Net Banking,Cancelled,16422
O0405,C0043,2027-02-09,43.0,Female,Salem,Grocery,2,4890,Card,Cancelled,9780
O0406,C0176,2027-02-10,63.0,Male,Erode,Clothing,5,7283,UPI,Completed,36415
O0407,C0039,2027-02-11,51.0,Male,Trichy,Grocery,5,2624,Net Banking,Cancelled,13120
O0408,C0170,2027-02-12,31.0,Male,Trichy,Clothing,2,9377,Cash,Completed,18754
O0409,C0026,2027-02-13,43.0,Female,Trichy,Clothing,4,2579,Net Banking,Completed,10316
O0410,C0099,2027-02-14,62.0,Female,Coimbatore,Clothing,1,9985,Card,Completed,9985
O0411,C0050,2027-02-15,44.0,Female,Trichy,Clothing,1,5254,UPI,Returned,5254
O0412,C0153,2027-02-16,26.0,Male,Madurai,Electronics,1,878,Card,Cancelled,878
O0413,C0152,2027-02-17,43.0,Male,Chennai,Clothing,2,9877,Cash,Completed,19754
O0414,C0013,2027-02-18,64.0,Female,Trichy,Furniture,2,1592,Cash,Cancelled,3184
O0415,C0060,2027-02-19,39.0,Male,Erode,Grocery,3,760,Cash,Completed,2280
O0416,C0135,2027-02-20,64.0,Male,Chennai,Furniture,1,1448,Card,Cancelled,1448
O0417,C0057,2027-02-21,47.0,Male,Coimbatore,Electronics,4,9591,Net Banking,Cancelled,38364
O0418,C0036,2027-02-22,60.0,Male,Erode,Furniture,4,7951,Card,Completed,31804
O0419,C0173,2027-02-23,34.0,Female,Chennai,Grocery,1,7256,UPI,Returned,7256
O0420,C0020,2027-02-24,43.0,Male,Erode,Furniture,1,2144,Net Banking,Cancelled,2144
O0421,C0065,2027-02-25,53.0,Male,Coimbatore,Electronics,1,7468,Cash,Returned,7468
O0422,C0008,2027-02-26,18.0,Male,Madurai,Clothing,2,3616,Card,Returned,7232
O0423,C0144,2027-02-27,25.0,Male,Coimbatore,Furniture,2,9350,Cash,Completed,18700
O0424,C0142,2027-02-28,52.0,Female,Coimbatore,Electronics,2,9268,Cash,Completed,18536
O0425,C0115,2027-03-01,32.0,Female,Erode,Electronics,5,4677,UPI,Completed,23385
O0426,C0143,2027-03-02,64.0,Male,Salem,Grocery,4,827,Net Banking,Cancelled,3308
O0427,C0092,2027-03-03,39.0,Male,Trichy,Grocery,4,7568,UPI,Completed,30272
O0428,C0098,2027-03-04,31.0,Male,Trichy,Furniture,3,442,UPI,Completed,1326
O0429,C0066,2027-03-05,43.0,Male,Madurai,Clothing,2,1547,UPI,Cancelled,3094
O0430,C0032,2027-03-06,45.0,Male,Madurai,Electronics,5,6681,Cash,Cancelled,33405
O0431,C0191,2027-03-07,40.0,Male,Trichy,Furniture,5,6417,UPI,Completed,32085
O0432,C0086,2027-03-08,31.0,Female,Salem,Electronics,4,626,UPI,Completed,2504
O0433,C0051,2027-03-09,41.0,Male,Trichy,Electronics,2,6848,Net Banking,Completed,13696
O0434,C0153,2027-03-10,19.0,Female,Salem,Clothing,3,505,Net Banking,Completed,1515
O0435,C0186,2027-03-11,62.0,Female,Madurai,Clothing,2,8086,UPI,Returned,16172
O0436,C0063,2027-03-12,43.0,Male,Chennai,Furniture,1,9865,Net Banking,Returned,9865
O0437,C0190,2027-03-13,31.0,Female,Erode,Clothing,2,3840,Net Banking,Completed,7680
O0438,C0125,2027-03-14,24.0,Female,Madurai,Clothing,1,1946,UPI,Returned,1946
O0439,C0150,2027-03-15,20.0,Female,Madurai,Furniture,1,1578,Cash,Cancelled,1578
O0440,C0058,2027-03-16,64.0,Female,Coimbatore,Clothing,3,871,UPI,Returned,2613
O0441,C0058,2027-03-17,40.0,Female,Coimbatore,Grocery,4,5625,Net Banking,Returned,22500
O0442,C0086,2027-03-18,63.0,Female,Coimbatore,Electronics,2,8870,Cash,Completed,17740
O0443,C0049,2027-03-19,60.0,Male,Erode,Electronics,1,293,Card,Returned,293
O0444,C0180,2027-03-20,64.0,Female,Coimbatore,Electronics,2,2107,Cash,Returned,4214
O0445,C0170,2027-03-21,62.0,Female,Salem,Electronics,4,1285,Net Banking,Returned,5140
O0446,C0070,2027-03-22,35.0,Female,Trichy,Furniture,4,2494,Cash,Returned,9976
O0447,C0015,2027-03-23,55.0,Male,Chennai,Electronics,5,9402,UPI,Cancelled,47010
O0448,C0054,2027-03-24,52.0,Female,Madurai,Electronics,4,4105,Card,Completed,16420
O0449,C0188,2027-03-25,32.0,Male,Salem,Electronics,3,7529,Card,Completed,22587
O0450,C0101,2027-03-26,42.0,Female,Chennai,Electronics,1,2361,Card,Cancelled,2361
O0451,C0008,2027-03-27,54.0,Male,Salem,Grocery,5,3836,Net Banking,Returned,19180
O0452,C0053,2027-03-28,45.0,Male,Salem,Electronics,3,6816,Net Banking,Cancelled,20448
O0453,C0060,2027-03-29,27.0,Female,Madurai,Grocery,2,4975,Card,Returned,9950
O0454,C0108,2027-03-30,56.0,Female,Trichy,Furniture,1,9021,Cash,Cancelled,9021
O0455,C0005,2027-03-31,34.0,Male,Coimbatore,Clothing,4,4478,Card,Completed,17912
O0456,C0103,2027-04-01,56.0,Female,Erode,Electronics,1,7915,Cash,Completed,7915
O0457,C0196,2027-04-02,39.0,Male,Trichy,Clothing,2,3551,Cash,Completed,7102
O0458,C0006,2027-04-03,43.0,Male,Erode,Clothing,5,7716,Net Banking,Returned,38580
O0459,C0109,2027-04-04,61.0,Male,Madurai,Furniture,5,9936,Cash,Returned,49680
O0460,C0116,2027-04-05,42.0,Male,Madurai,Clothing,5,2900,Card,Cancelled,14500
O0461,C0094,2027-04-06,34.0,Male,Madurai,Grocery,4,8433,Net Banking,Cancelled,33732
O0462,C0047,2027-04-07,30.0,Female,Chennai,Clothing,3,5510,UPI,Completed,16530
O0463,C0099,2027-04-08,37.0,Male,Erode,Clothing,3,1555,UPI,Returned,4665
O0464,C0055,2027-04-09,42.0,Male,Trichy,Clothing,1,6992,Net Banking,Cancelled,6992
O0465,C0168,2027-04-10,21.0,Female,Trichy,Electronics,4,5908,Card,Returned,23632
O0466,C0052,2027-04-11,27.0,Male,Salem,Electronics,5,6896,UPI,Returned,34480
O0467,C0144,2027-04-12,20.0,Female,Salem,Grocery,5,4896,UPI,Completed,24480
O0468,C0013,2027-04-13,58.0,Female,Salem,Grocery,2,5193,Cash,Completed,10386
O0469,C0114,2027-04-14,62.0,Female,Madurai,Electronics,2,1425,Cash,Returned,2850
O0470,C0124,2027-04-15,35.0,Male,Trichy,Grocery,5,5076,Card,Returned,25380
O0471,C0106,2027-04-16,64.0,Male,Erode,Electronics,5,9505,Net Banking,Returned,47525
O0472,C0158,2027-04-17,53.0,Male,Madurai,Furniture,4,1259,Card,Returned,5036
O0473,C0147,2027-04-18,64.0,Female,Chennai,Clothing,3,4750,Net Banking,Completed,14250
O0474,C0145,2027-04-19,39.0,Male,Salem,Clothing,2,5087,UPI,Cancelled,10174
O0475,C0120,2027-04-20,51.0,Female,Madurai,Grocery,3,4797,Cash,Completed,14391
O0476,C0063,2027-04-21,64.0,Male,Madurai,Electronics,4,440,Card,Cancelled,1760
O0477,C0019,2027-04-22,25.0,Female,Chennai,Electronics,5,3928,Card,Returned,19640
O0478,C0092,2027-04-23,57.0,Male,Coimbatore,Grocery,3,2068,Net Banking,Cancelled,6204
O0479,C0058,2027-04-24,61.0,Male,Trichy,Electronics,5,803,Net Banking,Completed,4015
O0480,C0183,2027-04-25,36.0,Male,Erode,Furniture,5,5582,Card,Completed,27910
O0481,C0090,2027-04-26,59.0,Female,Coimbatore,Clothing,1,6476,Net Banking,Returned,6476
O0482,C0117,2027-04-27,58.0,Female,Salem,Grocery,3,1900,Card,Completed,5700
O0483,C0062,2027-04-28,54.0,Male,Madurai,Grocery,3,5563,Card,Returned,16689
O0484,C0023,2027-04-29,23.0,Male,Chennai,Electronics,5,5012,Card,Completed,25060
O0485,C0127,2027-04-30,43.0,Female,Chennai,Grocery,4,4748,UPI,Completed,18992
O0486,C0137,2027-05-01,51.0,Female,Trichy,Furniture,1,955,Net Banking,Returned,955
O0487,C0140,2027-05-02,62.0,Female,Coimbatore,Electronics,5,2966,Cash,Cancelled,14830
O0488,C0129,2027-05-03,23.0,Male,Trichy,Electronics,2,282,Cash,Completed,564
O0489,C0058,2027-05-04,54.0,Female,Madurai,Electronics,2,3212,Net Banking,Cancelled,6424
O0490,C0122,2027-05-05,50.0,Male,Trichy,Electronics,1,5770,Card,Completed,5770
O0491,C0001,2027-05-06,39.0,Female,Erode,Furniture,4,4592,Cash,Completed,18368
O0492,C0034,2027-05-07,38.0,Male,Chennai,Electronics,5,5923,Cash,Completed,29615
O0493,C0096,2027-05-08,23.0,Female,Chennai,Grocery,3,1617,Net Banking,Completed,4851
O0494,C0126,2027-05-09,23.0,Female,Salem,Furniture,1,5102,Cash,Cancelled,5102
O0495,C0118,2027-05-10,21.0,Female,Salem,Clothing,4,1456,Card,Cancelled,5824
O0496,C0048,2027-05-11,47.0,Female,Madurai,Clothing,3,3729,Net Banking,Completed,11187
O0497,C0089,2027-05-12,28.0,Female,Erode,Grocery,2,3728,Card,Completed,7456
O0498,C0117,2027-05-13,47.0,Male,Coimbatore,Grocery,2,8310,Cash,Cancelled,16620
O0499,C0129,2027-05-14,48.0,Female,Trichy,Furniture,3,6232,Cash,Returned,18696
O0500,C0016,2027-05-15,41.0,Female,Madurai,Clothing,1,9424,Card,Returned,9424
